"","Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","YrSold","SalePrice","set","logSalePrice","GarageType2Types","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","MSSubClassA","MSSubClassB","MSSubClassC","MSSubClassD","MSSubClassE","MSSubClassF","MSZoningC","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","StreetPave","HasAlley","LotShapeIrr","LandContourLvl","LotConfigCorner","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlopeGtl","Ngbr_Cost_of_living","Ngbr_Income","Ngbr_Owners","Ngbr_Annual_property_tax","Ngbr_School","Ngbr_Crime","Ville","Ngbr_Location_WW","Ngbr_Location_SS","Ngbr_Location_Center","Ngbr_Location_NN","Neighborhood1","Neighborhood2","Neighborhood3","Neighborhood4","Neighborhood5","Neighborhood6","Neighborhood7","Neighborhood8","Neighborhood9","Neighborhood10","ConditionArtery","ConditionFeedr","ConditionNorm","ConditionRRNn","ConditionRRAn","ConditionPosN","ConditionPosA","ConditionRRNe","ConditionRRAe","hasTwoCondition","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyleNbrStory","HouseStyleSplit","HouseStyleUnf","YearRemodAddBefore50","isRemod","RoofStyleFlat","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleShed","RoofStyleMansard","RoofMatlCompShg","RoofMatlTarGrv","RoofMatlWood","ExteriorVinylSd","ExteriorMetalSd","ExteriorHdBoard","ExteriorWdSdng","ExteriorPlywood","ExteriorCemntBd","ExteriorBrkFace","ExteriorWdShing","ExteriorAsbShng","ExteriorStucco","ExteriorOthr","MasVnrTypeBrkCmn","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","FoundationBrkTil","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","HeatingGasA","HeatingGasW","HeatingGrav","HeatingWall","CentralAirYes","ElectricalFuseA","ElectricalFuseF","ElectricalFuseP","ElectricalSBrkr","FunctionalMaj1","FunctionalMaj2","FunctionalMin1","FunctionalMin2","FunctionalMod","FunctionalTyp","HasFireplace","HasWoodDeck","HasOpenPorch","HasEnclosedPorch","Has3SsnPorch","HasScreenPorch","HasPool","PoolQCEx","HasFence","HasGar2","HasShed","QuSold1","QuSold2","QuSold3","QuSold4","SaleType1","SaleType2","SaleType3","SaleType4","SaleConditionAbnorml","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","TotalArea","TotalArea1stAnd2nd","YearSinceSold","YearBetweenSoldAndBuilt"
"770",561,0,11341,5,6,1957,1996,180,2,2,4,3,1,5,1302,1,0,90,1392,2,1392,0,0,1392,1,0,1,1,3,1,2,5,1,4,1957,1,2,528,3,3,3,0,0,0,0,95,0,0,0,2010,121500,"train",11.7076695417627,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,17712,1392,0,53
"771",610,61,7943,4,5,1961,1961,192,2,1,3,3,2,3,903,1,0,126,1029,3,1029,0,0,1029,1,0,1,0,3,1,2,5,0,0,1961,1,1,261,3,3,3,64,0,39,0,0,0,0,0,2007,118500,"train",11.6826682395573,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12676,1029,3,46
"772",623,71,7064,5,6,1977,1977,153,2,2,3,3,1,4,560,1,0,420,980,2,980,0,0,980,0,0,1,0,3,1,2,6,0,0,1986,1,2,484,3,3,3,192,0,0,0,0,0,0,0,2009,135000,"train",11.8130300574206,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,11884,980,1,32
"773",669,0,14175,5,6,1956,1987,0,2,2,3,3,1,3,988,1,0,200,1188,3,1437,0,0,1437,1,0,1,1,3,1,2,6,1,3,1999,1,2,576,3,3,3,304,0,0,0,0,0,0,0,2006,168000,"train",12.0317192583854,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,20305,1437,4,50
"774",680,0,9945,5,5,1961,1961,57,2,2,3,3,1,3,827,1,0,161,988,2,988,0,0,988,1,0,1,0,3,1,2,5,0,0,1963,1,2,572,3,3,3,0,0,0,0,0,0,0,0,2007,128500,"train",11.7636841833174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,14526,988,3,46
"775",699,65,8450,5,8,1965,2009,0,2,3,3,3,1,6,553,4,117,224,894,4,894,0,0,894,1,0,1,0,3,1,2,5,1,4,1973,1,1,336,3,3,3,416,144,0,0,0,0,3,0,2010,138500,"train",11.8386256046095,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12987,894,0,45
"776",710,0,7162,5,7,1966,1966,41,2,2,3,3,1,1,0,1,0,876,876,2,904,0,0,904,0,0,1,0,3,1,2,6,0,0,1966,1,1,408,3,3,3,0,0,0,0,0,0,3,0,2008,109900,"train",11.6073261403917,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,11171,904,2,42
"777",734,80,10000,5,6,1961,1983,0,2,2,3,3,1,4,594,1,0,270,864,4,1144,0,0,1144,1,0,1,0,3,1,2,6,1,3,1961,2,1,264,3,3,3,165,0,0,0,0,0,2,400,2009,131400,"train",11.7860013850326,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,14525,1144,1,48
"778",735,0,8978,5,5,1968,1968,0,2,2,3,3,1,1,0,1,0,948,948,2,948,0,0,948,0,0,1,0,3,1,2,6,0,0,1968,1,1,300,3,3,3,147,0,0,0,0,0,0,0,2007,108000,"train",11.5898865061064,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,13217,948,3,39
"779",742,65,6768,6,8,1961,1996,0,2,3,3,3,2,6,832,1,0,80,912,3,912,0,0,912,1,1,1,0,3,1,3,5,0,0,1962,1,1,288,3,3,3,168,0,0,0,0,0,4,0,2008,142000,"train",11.8635823365834,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10937,912,2,47
"780",778,100,13350,5,5,1974,1974,0,2,2,3,3,1,5,762,1,0,102,864,2,894,0,0,894,1,0,1,0,3,1,2,5,1,2,1974,1,2,440,3,3,3,241,0,0,0,0,0,3,0,2006,142500,"train",11.8670972786908,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,17647,894,4,32
"781",797,71,8197,6,5,1977,1977,148,2,2,3,3,1,1,0,1,0,660,660,4,1285,0,0,1285,0,0,1,1,3,1,2,7,1,3,1977,2,2,528,3,3,3,138,0,0,0,0,0,3,0,2007,143500,"train",11.8740903141818,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12972,1285,3,30
"782",836,60,9600,4,7,1950,1961,0,2,2,4,3,1,4,442,1,0,625,1067,2,1067,0,0,1067,0,0,2,0,2,1,3,4,0,0,1996,1,2,436,3,3,3,290,0,0,0,0,0,0,0,2010,128000,"train",11.7597855429018,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,14654,1067,0,60
"783",855,102,17920,5,4,1955,1974,0,2,2,3,3,2,5,306,3,1085,372,1763,2,1779,0,0,1779,1,0,1,1,3,1,2,6,1,4,1955,1,2,454,3,3,3,0,418,0,0,312,0,0,0,2006,170000,"train",12.0435537160324,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,26290,1779,4,51
"784",856,0,6897,5,8,1962,2010,0,2,3,3,3,1,5,659,1,0,381,1040,4,1040,0,0,1040,1,0,1,1,3,1,2,6,0,0,1962,1,1,260,3,3,3,0,104,0,0,0,0,0,0,2010,127000,"train",11.7519423654407,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11421,1040,0,48
"785",868,85,6970,4,5,1961,1961,0,2,2,3,3,1,5,932,1,0,108,1040,2,1120,0,0,1120,1,0,1,1,3,1,1,5,0,0,1961,2,2,544,3,3,3,168,0,0,0,0,0,0,400,2007,129000,"train",11.7675676833438,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12087,1120,3,46
"786",893,70,8414,6,8,1963,2003,0,2,2,3,3,1,6,663,1,0,396,1059,2,1068,0,0,1068,0,1,1,0,3,1,2,6,0,0,1963,2,1,264,3,3,3,192,0,0,0,0,0,3,0,2006,154500,"train",11.9479493753199,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13194,1068,4,43
"787",894,0,13284,5,5,1954,1954,0,2,2,4,3,2,4,1064,1,0,319,1383,2,1383,0,0,1383,1,0,1,0,3,1,2,6,1,4,1954,1,1,354,3,3,3,511,116,0,0,0,0,4,0,2008,165000,"train",12.0137007528827,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,19797,1383,2,54
"788",900,65,6993,5,7,1961,1994,0,2,2,3,3,1,4,465,1,0,447,912,2,1236,0,0,1236,0,0,1,0,3,1,2,6,1,3,1961,1,1,288,3,3,3,0,0,0,0,0,0,0,0,2006,135000,"train",11.8130300574206,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11642,1236,4,45
"789",905,0,6173,5,6,1967,1967,75,2,2,3,3,1,6,599,1,0,277,876,2,902,0,0,902,0,0,1,0,3,1,2,6,0,0,1967,1,1,288,3,3,3,0,0,0,0,0,0,3,0,2007,125500,"train",11.740061037554,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,10092,902,3,40
"790",958,70,7420,5,5,1962,1962,0,2,2,3,3,1,3,417,1,0,640,1057,2,1057,0,0,1057,0,0,1,0,3,1,2,6,0,0,1977,3,2,576,3,3,3,0,0,0,0,0,0,0,0,2007,132000,"train",11.7905572015685,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12294,1057,3,45
"791",980,80,8816,5,6,1963,1963,0,2,2,3,3,1,3,651,1,0,470,1121,2,1121,0,0,1121,1,0,1,0,3,1,2,5,0,0,1963,1,2,480,3,3,3,0,80,0,0,0,0,3,0,2009,139000,"train",11.8422292121128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13940,1121,1,46
"792",1041,88,13125,5,4,1957,2000,67,2,2,3,3,1,3,168,4,682,284,1134,4,1803,0,0,1803,1,0,2,0,3,1,2,8,1,3,1957,2,2,484,3,3,3,0,0,0,0,0,0,4,0,2006,155000,"train",11.9511803959014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,19638,1803,4,49
"793",1082,75,7500,5,5,1963,1963,0,2,2,3,3,1,5,824,1,0,216,1040,1,1040,0,0,1040,1,0,1,1,3,1,2,5,0,0,1963,3,1,308,3,3,3,0,0,220,0,0,0,3,0,2010,133000,"train",11.7981044072039,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12263,1040,0,47
"794",1118,57,9764,5,7,1967,2003,0,2,2,3,3,1,4,702,1,0,192,894,4,894,0,0,894,1,0,1,0,3,1,3,5,0,0,1967,2,2,450,3,3,3,0,0,0,0,0,0,0,0,2008,130000,"train",11.7752897294377,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13847,894,2,41
"795",1144,0,9000,5,3,1959,1959,0,2,2,3,3,1,6,288,1,0,718,1006,2,1006,0,0,1006,0,0,1,0,3,1,2,5,0,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,2008,80000,"train",11.289781913656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13048,1006,2,49
"796",1163,109,8724,5,5,1968,1968,0,2,2,4,3,1,4,492,1,0,402,894,3,894,0,0,894,0,0,1,0,3,1,2,5,1,1,1968,3,2,450,3,3,3,0,0,0,0,0,0,0,0,2007,129000,"train",11.7675676833438,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,12859,894,3,39
"797",1200,75,11235,4,5,1963,1979,51,2,2,3,3,1,3,547,1,0,504,1051,3,1382,0,0,1382,0,0,1,1,3,1,2,6,1,1,1974,1,2,459,3,3,3,0,82,0,0,0,0,0,0,2006,148000,"train",11.9049675527463,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,16768,1382,4,43
"798",1216,99,7094,5,5,1966,1966,0,2,2,3,3,1,3,180,2,374,340,894,2,894,0,0,894,0,0,1,0,3,1,2,5,0,0,1966,2,1,384,3,3,3,0,0,0,0,0,0,3,0,2007,125000,"train",11.7360690162844,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,-11,69067,66,2471,8,-42,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11153,894,3,41
